brand,model,year,price,mileage,fuel,location,color,source,crawl_date
Mercedes,Benz GLC,2020,1440000000,71000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1450000000,58000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1450000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1460000000,12000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1479000000,60000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1480000000,60000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1489000000,41000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1489000000,40000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1499000000,18000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1499000000,19200,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1499000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1539000000,21000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1550000000,101000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLC,2020,1550000000,6000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Lexus,IS 300,2020,1575000000,40000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mini,Cooper JCW,2020,1580000000,29000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz V,2020,1589000000,59200,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Mercedes,Benz E,2020,1650000000,11000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Lexus,IS 300,2020,1680000000,40000,Điện,Hà Nội,Trắng,bonbanh,2025-12-26
BMW,X4 xDrive20i,2020,1688000000,43000,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-26
BMW,X4 xDrive20i,2020,1780000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
2020,LandRover,2020,1790000000,20000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-26
BMW,X4 xDrive20i,2020,1790000000,50000,Điện,Hà Nội,Trắng,bonbanh,2025-12-26
BMW,X4 xDrive20i,2020,1850000000,25000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Lexus,ES 250,2020,1990000000,13000,Xăng,Hà Nội,Vàng,bonbanh,2025-12-26
2020,LandRover,2020,1999000000,16679,Điện,Hà Nội,Đen,bonbanh,2025-12-26
2020,LandRover,2020,1999000000,16000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-26
Lexus,NX 300,2020,2050000000,25000,Xăng,TP.HCM,Đen,bonbanh,2025-12-26
2020,Jeep,2020,2090000000,48280,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Lexus,NX 300,2020,2100000000,25000,Xăng,TP.HCM,Đen,bonbanh,2025-12-26
Lexus,NX 300,2020,2150000000,8000,Xăng,TP.HCM,Đen,bonbanh,2025-12-26
BMW,Series,2020,2150000000,96000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLE,2020,2199000000,176000,Hybrid,Hà Nội,Đen,bonbanh,2025-12-26
Toyota,Prado VX,2020,2238000000,36304,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Toyota,Prado VX,2020,2286000000,36896,Xăng,Khác,Đỏ,bonbanh,2025-12-26
Toyota,Prado VX,2020,2290000000,30000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
2020,Jeep,2020,2299000000,18000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Mercedes,Benz S,2020,2339000000,58888,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,2339000000,58000,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,2339000000,580000,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-26
BMW,Series,2020,2350000000,48000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,2350000000,50000,Xăng,Khác,Đen,bonbanh,2025-12-26
BMW,X5 xDrive40i,2020,2380000000,64000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,2380000000,0,Xăng,Khác,Trắng,bonbanh,2025-12-26
Audi,Q8 55,2020,2390000000,70000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz S,2020,2440000000,22000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Lexus,RX 300,2020,2450000000,59000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz S,2020,2499000000,8000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLE,2020,2499000000,30000,Hybrid,Đà Nẵng,Đỏ,bonbanh,2025-12-26
Lexus,RX 300,2020,2499000000,64000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
2020,Jeep,2020,2499000000,60000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-26
Mercedes,Benz GLE,2020,2499000000,34000,Hybrid,Hà Nội,Đỏ,bonbanh,2025-12-26
Lexus,RX 300,2020,2550000000,40000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
BMW,X6 xDrive40i,2020,2550000000,73000,Xăng,Hà Nội,Xanh,bonbanh,2025-12-26
Porsche,Macan 2.0,2020,2550000000,64000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
BMW,X6 xDrive40i,2020,2580000000,34000,Xăng,Hà Nội,Xanh,bonbanh,2025-12-26
Mercedes,Benz GLE,2020,2599000000,106000,Điện,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,2739000000,19000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLE,2020,2750000000,18000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-26
Lexus,RX 300,2020,2750000000,20000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-26
Toyota,Alphard Executive,2020,2820000000,67000,Xăng,TP.HCM,Xanh,bonbanh,2025-12-26
Mercedes,Benz GLE,2020,2860000000,280000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-26
BMW,Series,2020,2899000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Porsche,Macan S,2020,2900000000,40000,Xăng,Hà Nội,Cam,bonbanh,2025-12-26
Porsche,Cayenne 3.0,2020,3139000000,56327,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
BMW,Series,2020,3178000000,19999,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Toyota,Highlander Limited,2020,3250000000,17000,Hybrid,Hà Nội,Đỏ,bonbanh,2025-12-26
Mercedes,Benz GLS,2020,3279000000,70000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLS,2020,3279000000,69965,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLS,2020,3279000000,69900,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz GLS,2020,3290000000,69000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Toyota,Highlander Limited,2020,3333000000,18000,Điện,Hà Nội,Bạc,bonbanh,2025-12-26
Toyota,Highlander Limited,2020,3480000000,18000,Hybrid,Hà Nội,Bạc,bonbanh,2025-12-26
Lexus,RX 350L,2020,3490000000,40000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Audi,S8 4.0,2020,3679000000,30000,Hybrid,TP.HCM,Trắng,bonbanh,2025-12-26
Porsche,Boxster,2020,3700000000,29000,Xăng,Hà Nội,Cam,bonbanh,2025-12-26
Porsche,Cayenne Coupe,2020,3768000000,450000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Porsche,Cayenne Coupe,2020,3779000000,450000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Porsche,Cayenne Coupe,2020,3780000000,450000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Porsche,Cayenne Coupe,2020,3950000000,40000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4050000000,64000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Lexus,GX 460,2020,4080000000,40000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4100000000,64000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,4189000000,55000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,4199000000,58000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,4199000000,52000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Tundra 1794,2020,4269000000,42569,Xăng,Hà Nội,Xanh,bonbanh,2025-12-26
Mercedes,Benz S,2020,4278000000,62999,Xăng,TP.HCM,Đen,bonbanh,2025-12-26
Mercedes,Benz S,2020,4279000000,39000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4280000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4290000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4295000000,78000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz S,2020,4299000000,35000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,4299000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz S,2020,4350000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4350000000,55000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4350000000,56000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Volvo,XC90 Excellence,2020,4579000000,33000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Land Cruiser,2020,4590000000,17000,Điện,Hà Nội,Trắng,bonbanh,2025-12-26
2020,LandRover,2020,4819000000,4700,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-26
Lexus,LM 300h,2020,4890000000,32000,Điện,Hà Nội,Trắng,bonbanh,2025-12-26
Lexus,LM 300h,2020,4890000000,30000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-26
Lexus,LM 300h,2020,4950000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-26
2020,LandRover,2020,5999000000,51000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
2020,LandRover,2020,6180000000,61191,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
2020,LandRover,2020,6380000000,80000,Điện,Hà Nội,Đen,bonbanh,2025-12-26
2020,LandRover,2020,6880000000,34000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
2020,LandRover,2020,6999000000,50000,Xăng,Hà Nội,Xám,bonbanh,2025-12-26
Mercedes,Benz G,2020,7250000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz G,2020,7250000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz G,2020,7289000000,30000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz G,2020,7290000000,30000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz G,2020,7790000000,38000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mercedes,Benz G,2020,7996000000,37000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz G,2020,7999000000,14000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Mercedes,Benz G,2020,7999000000,13999,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
2020,LandRover,2020,8080000000,40000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mercedes,Benz G,2020,8700000000,30869,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Bentley,Bentayga 4.0,2020,10800000000,48000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Bentley,Bentayga 4.0,2020,10900000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
2020,Rolls,2020,26900000000,25723,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Mitsubishi,Attrage 1.2,2019,170000000,30000,Xăng,Bình Dương,Trắng,bonbanh,2025-12-26
Kia,Morning MT,2019,176000000,78910,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-26
Suzuki,Super Carry,2019,186000000,78000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Suzuki,Super Carry,2019,187000000,80000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Mitsubishi,Attrage 1.2,2019,192000000,91000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,205000000,90000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,210000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,220000000,90000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,230000000,79000,Xăng,Cần Thơ,Bạc,bonbanh,2025-12-26
Suzuki,Celerio 1.0,2019,235000000,80000,Điện,TP.HCM,Đỏ,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,245000000,130000,Xăng,Khác,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,265000000,780000,Xăng,Khác,Trắng,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,265000000,35000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,265000000,60000,Xăng,Thanh Hóa,Cam,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,268000000,38000,Xăng,Hà Nội,Xám,bonbanh,2025-12-26
Toyota,Wigo 1.2G,2019,268000000,86000,Xăng,Hà Nội,Cam,bonbanh,2025-12-26
Nissan,Sunny XV,2019,269000000,113000,Xăng,TP.HCM,Đen,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,275000000,60000,Xăng,Hưng Yên,Trắng,bonbanh,2025-12-26
Suzuki,Ciaz 1.4,2019,275000000,65000,Xăng,Cà Mau,Trắng,bonbanh,2025-12-26
Toyota,Wigo 1.2G,2019,276000000,56000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,276000000,0,Xăng,Hưng Yên,Đỏ,bonbanh,2025-12-26
Toyota,Wigo 1.2G,2019,279000000,55000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Kia,Morning Luxury,2019,280000000,55000,Dầu,Hà Nội,Cam,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,280000000,52000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Nissan,Sunny XT,2019,285000000,62000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mitsubishi,Mirage 1.2,2019,285000000,45000,Xăng,Nghệ An,Đỏ,bonbanh,2025-12-26
Honda,Brio RS,2019,288000000,67000,Xăng,Bình Dương,Trắng,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,290000000,66000,Xăng,Khác,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,295000000,90000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,295000000,39000,Xăng,Hà Nội,Xanh,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,295000000,83000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,298000000,89000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Nissan,Sunny XV,2019,298000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,299000000,77000,Xăng,TP.HCM,Bạc,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,299000000,80000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Kia,Morning Luxury,2019,300000000,66000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,305000000,0,Xăng,Hải Phòng,Unknown,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,305000000,60000,Xăng,Thanh Hóa,Đỏ,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,308000000,90000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Kia,Morning Luxury,2019,308000000,68000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,309000000,60000,Xăng,Hà Nội,Bạc,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,309000000,99000,Xăng,Hà Nội,Xám,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,310000000,86000,Xăng,Khác,Trắng,bonbanh,2025-12-26
Kia,Morning Luxury,2019,310000000,60000,Xăng,Khác,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,312000000,80000,Xăng,Hải Phòng,Đỏ,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,315000000,78000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,315000000,82000,Xăng,Hải Phòng,Đen,bonbanh,2025-12-26
Kia,Frontier K250,2019,315000000,100000,Dầu,Bắc Ninh,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,315000000,86000,Xăng,Khác,Cam,bonbanh,2025-12-26
2019,Baic,2019,316000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Vinfast,Fadil 1.4,2019,318000000,88000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,i10 Grand,2019,328000000,87000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-26
Suzuki,Swift Special,2019,329000000,50000,Xăng,Hải Phòng,Cam,bonbanh,2025-12-26
Suzuki,Ciaz 1.4,2019,330000000,72000,Xăng,Bình Dương,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,333000000,60000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,336000000,68000,Xăng,Khác,Trắng,bonbanh,2025-12-26
Nissan,Sunny XV,2019,339000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Nissan,Sunny XV,2019,340000000,57000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Ford,Focus Trend,2019,345000000,60000,Xăng,Quảng Ninh,Xanh,bonbanh,2025-12-26
Suzuki,Ertiga GLX,2019,348000000,95000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,349000000,56000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-26
Toyota,Vios 1.5E,2019,350000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,357000000,69000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,358000000,79000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,358000000,83000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5G,2019,365000000,60000,Xăng,Hải Phòng,Đen,bonbanh,2025-12-26
Hyundai,Accent 1.4,2019,368000000,81234,Xăng,Thái Nguyên,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,370000000,65000,Xăng,Hà Nội,Xanh,bonbanh,2025-12-26
Mitsubishi,Triton 4x2,2019,370000000,116000,Dầu,TP.HCM,Xám,bonbanh,2025-12-26
Toyota,Vios 1.5G,2019,375000000,98000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5G,2019,375000000,125000,Xăng,Hà Nội,Bạc,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,378000000,79000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,378000000,75000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Toyota,Innova 2.0E,2019,379000000,108963,Xăng,Hà Nội,Bạc,bonbanh,2025-12-26
Toyota,Vios 1.5G,2019,379000000,85000,Xăng,Hà Nội,Bạc,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,379000000,79000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Kia,Cerato 1.6,2019,379000000,0,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,379000000,72000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Honda,City 1.5TOP,2019,380000000,90000,Xăng,Hà Nội,Cam,bonbanh,2025-12-26
Toyota,Vios 1.5G,2019,380000000,60,Xăng,Khác,Đỏ,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,380000000,50000,Xăng,Hà Nội,Đen,bonbanh,2025-12-26
Toyota,Vios 1.5G,2019,383000000,9,Xăng,Khác,Trắng,bonbanh,2025-12-26
Kia,Cerato 1.6,2019,385000000,0,Xăng,Khác,Trắng,bonbanh,2025-12-26
Toyota,Vios 1.5G,2019,385000000,80000,Xăng,TP.HCM,Bạc,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,385000000,69000,Xăng,Khác,Nâu,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,385000000,80000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Chevrolet,Colorado LT,2019,385000000,140000,Điện,Hà Nội,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,386000000,64000,Xăng,TP.HCM,Cam,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,388000000,68000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,389000000,72000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,389000000,55000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mazda,1.5L,2019,389000000,8,Điện,Hà Nội,Xám,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,389000000,70000,Xăng,Hà Nội,Cam,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,390000000,66000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Honda,Jazz RS,2019,390000000,55000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,395000000,92000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,395000000,78123,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
2019,Dongfeng,2019,395000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Suzuki,Ertiga GLX,2019,395000000,50000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Nissan,Navara EL,2019,395000000,85000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,395000000,124000,Xăng,Khác,Trắng,bonbanh,2025-12-26
Ford,Transit SVP,2019,395000000,190000,Dầu,Hà Nội,Bạc,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,398000000,92000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-26
Kia,Cerato 2.0,2019,398000000,48000,Điện,Hải Phòng,Đỏ,bonbanh,2025-12-26
Ford,Focus Trend,2019,398000000,35000,Xăng,Thái Nguyên,Trắng,bonbanh,2025-12-26
Honda,City 1.5TOP,2019,399000000,68000,Xăng,Bình Dương,Trắng,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,399000000,80,Xăng,Đà Nẵng,Đen,bonbanh,2025-12-26
Ford,Focus Trend,2019,399000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,399000000,290000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Honda,City 1.5TOP,2019,400000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,400000000,50000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,403000000,82000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Honda,City 1.5TOP,2019,405000000,54000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,405000000,57000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Suzuki,Swift GLX,2019,409000000,57000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-26
Ford,Focus Trend,2019,410000000,80000,Xăng,Bình Dương,Trắng,bonbanh,2025-12-26
Honda,City 1.5,2019,410000000,0,Xăng,Lâm Đồng,Đỏ,bonbanh,2025-12-26
Kia,Cerato 1.6,2019,410000000,60000,Xăng,Lâm Đồng,Đỏ,bonbanh,2025-12-26
Ford,Transit Van,2019,410000000,110000,Dầu,Hà Nội,Hồng,bonbanh,2025-12-26
Ford,Transit Van,2019,410000000,11000,Dầu,Hà Nội,Xám,bonbanh,2025-12-26
Mazda,Sport,2019,415000000,24000,Xăng,Bình Dương,Đỏ,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,415000000,116000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Chevrolet,Colorado LT,2019,415000000,150000,Điện,Hà Nội,Đen,bonbanh,2025-12-26
Ford,Focus Trend,2019,420000000,43000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Kia,Rondo GAT,2019,420000000,35000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-26
Mazda,1.5L,2019,420000000,80000,Xăng,Hà Nội,Xám,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,425000000,85000,Xăng,Bà Rịa - Vũng Tàu,Trắng,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,425000000,90000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,425000000,91000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,425000000,66000,Xăng,Bình Dương,Đen,bonbanh,2025-12-26
Ford,EcoSport Titanium,2019,425000000,61000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-26
Toyota,Yaris 1.5G,2019,425000000,100000,Xăng,Bắc Ninh,Đỏ,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,426000000,90000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Toyota,Innova 2.0E,2019,428000000,0,Xăng,Lâm Đồng,Trắng,bonbanh,2025-12-26
Toyota,Yaris 1.5G,2019,430000000,60000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Nissan,Navara EL,2019,430000000,12000,Dầu,Bắc Ninh,Trắng,bonbanh,2025-12-26
Kia,Cerato 1.6,2019,435000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mitsubishi,Xpander 1.5,2019,435000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-26
Mazda,1.5L,2019,435000000,75000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-26
Toyota,Yaris 1.5G,2019,435000000,62000,Xăng,Hà Nội,Cam,bonbanh,2025-12-26
Toyota,Innova 2.0E,2019,435000000,100000,Xăng,Hà Nội,Xám,bonbanh,2025-12-26
Mazda,1.5L,2019,435000000,70000,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-26
Hyundai,Kona Tiêu,2019,439000000,59000,Điện,Hà Nội,Đen,bonbanh,2025-12-26
